Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Day,Month,Year,Season_Autumn,Season_Monsoon,Season_Post-Monsoon,Season_Summer,Season_Winter,Period_Lockdown,Period_Post-lockdown,Period_Pre-lockdown,Lag1_TotalEnergy,Lag2_TotalEnergy,Lag3_TotalEnergy
,24.8,87.5,1,8.9,0.2,3130000,3439.086827,732.3361744,976.4482326,488.2241163,244.1120581,712.9510377,285.1804151,285.1804151,142.5902075,2,24,7,2019,0,1,0,0,0,0,0,1,3470.1691100000003,3671.391663,3281.30571
,23.9,89.9,1,9.5,6.8,3130000,3623.931391,740.1253562,986.8338082,493.4169041,246.7084521,803.73336,321.493344,321.493344,160.746672,2,25,7,2019,0,1,0,0,0,0,0,1,3439.086827,3470.1691100000003,3671.391663
,23.2,92.9,1,5.4,49.0,3130000,3501.962052,684.024604,912.0328054,456.0164027,228.0082013,828.5137535,331.4055014,331.4055014,165.7027507,2,26,7,2019,0,1,0,0,0,0,0,1,3623.931391,3439.086827,3470.1691100000003
,22.9,92.6,1,8.6,62.0,3130000,3531.769978,719.4497868,959.2663824,479.6331912,239.8165956,786.0733903,314.4293561,314.4293561,157.2146781,2,27,7,2019,0,1,0,0,0,0,0,1,3501.962052,3623.931391,3439.086827
,23.4,89.9,1,5.4,0.5,3130000,3557.331233,703.5307676,938.0410235,469.0205117,234.5102559,826.8173096,330.7269238,330.7269238,165.3634619,2,28,7,2019,0,1,0,0,0,0,0,1,3531.769978,3501.962052,3623.931391
,22.8,94.4,1,5.1,21.5,3130000,3597.879801,775.419982,1033.893309,516.9466547,258.4733273,729.6348056,291.8539223,291.8539223,145.9269611,2,29,7,2019,0,1,0,0,0,0,0,1,3557.331233,3531.769978,3501.962052
,22.6,94.9,1,2.4,33.0,3130000,3491.653932,749.7782671,999.7043561,499.8521781,249.926089,712.5197947,285.0079179,285.0079179,142.5039589,2,30,7,2019,0,1,0,0,0,0,0,1,3597.879801,3557.331233,3531.769978
,23.0,92.8,1,6.0,5.0,3130000,3418.50327,651.0154447,868.0205929,434.0102964,217.0051482,835.8679097,334.3471639,334.3471639,167.1735819,2,31,7,2019,0,1,0,0,0,0,0,1,3491.653932,3597.879801,3557.331233
,24.2,87.8,1,13.0,0.6,3130000,3461.949344,735.0246001,980.0328001,490.0164001,245.0082,718.3026446,287.3210578,287.3210578,143.6605289,2,13,8,2019,0,1,0,0,0,0,0,1,3418.50327,3491.653932,3597.879801
,24.3,87.6,1,12.1,0.1,3130000,3488.111929,687.7520636,917.0027515,458.5013758,229.2506879,811.6244474,324.649779,324.649779,162.3248895,2,14,8,2019,0,1,0,0,0,0,0,1,3461.949344,3418.50327,3491.653932
,23.9,88.8,1,12.0,0.3,3130000,3669.853875,728.1386609,970.8515479,485.4257739,242.712887,846.1653859,338.4661544,338.4661544,169.2330772,2,15,8,2019,0,1,0,0,0,0,0,1,3488.1119289999997,3461.949344,3418.50327
,24.0,89.0,1,15.8,4.0,3130000,3481.706351,670.9654617,894.6206156,447.3103078,223.6551539,835.7033697,334.2813479,334.2813479,167.1406739,2,16,8,2019,0,1,0,0,0,0,0,1,3669.853875,3488.1119289999997,3461.949344
,24.4,85.6,1,15.7,0.2,3130000,3695.750913,752.9555702,1003.94076,501.9703801,250.9851901,819.0168636,327.6067454,327.6067454,163.8033727,2,17,8,2019,0,1,0,0,0,0,0,1,3481.706351,3669.853875,3488.1119289999997
,24.2,87.7,1,14.1,1.8,3130000,3423.704677,679.4822312,905.9763082,452.9881541,226.4940771,788.659306,315.4637224,315.4637224,157.7318612,2,18,8,2019,0,1,0,0,0,0,0,1,3695.750913,3481.706351,3669.853875
,24.8,84.3,1,15.5,0.9,3130000,3570.3512,717.8508549,957.1344731,478.5672366,239.2836183,806.8433519,322.7373408,322.7373408,161.3686704,2,19,8,2019,0,1,0,0,0,0,0,1,3423.7046769999997,3695.750913,3481.706351
,24.7,82.0,1,16.1,1.0,3130000,3485.25843,702.1006882,936.1342509,468.0671255,234.0335627,785.1978723,314.0791489,314.0791489,157.0395745,2,20,8,2019,0,1,0,0,0,0,0,1,3570.351201,3423.7046769999997,3695.750913
,24.2,85.0,1,16.2,0.2,3130000,3422.256222,647.4380811,863.2507748,431.6253874,215.8126937,840.8065948,336.3226379,336.3226379,168.161319,2,21,8,2019,0,1,0,0,0,0,0,1,3485.25843,3570.351201,3423.7046769999997
,24.2,85.2,1,14.3,7.0,3130000,3512.228909,727.7332593,970.3110125,485.1555062,242.5777531,757.3027397,302.9210959,302.9210959,151.4605479,2,22,8,2019,0,1,0,0,0,0,0,1,3422.256222,3485.25843,3570.351201
,24.0,85.5,1,14.2,2.0,3130000,3529.721785,685.4493751,913.9325001,456.9662501,228.483125,837.4349824,334.9739929,334.9739929,167.4869965,2,23,8,2019,0,1,0,0,0,0,0,1,3512.2289090000004,3422.256222,3485.25843
,24.8,82.2,1,15.7,1.0,3130000,3402.031164,662.6986293,883.5981724,441.7990862,220.8995431,803.5821681,321.4328672,321.4328672,160.7164336,2,24,8,2019,0,1,0,0,0,0,0,1,3529.721785,3512.2289090000004,3422.256222
,24.4,81.1,1,16.6,1.1,3130000,3599.064411,678.7996474,905.0661965,452.5330983,226.2665491,887.0996428,354.8398571,354.8398571,177.4199286,2,25,8,2019,0,1,0,0,0,0,0,1,3402.031165,3529.721785,3512.2289090000004
,23.8,83.1,1,16.4,1.7,3130000,3704.323422,758.6910128,1011.588017,505.7940086,252.8970043,812.8177929,325.1271172,325.1271172,162.5635586,2,26,8,2019,0,1,0,0,0,0,0,1,3599.0644119999997,3402.031165,3529.721785
,23.7,83.1,1,16.2,3.0,3130000,3592.329867,688.2574141,917.6765522,458.8382761,229.419138,867.2474233,346.8989693,346.8989693,173.4494847,2,27,8,2019,0,1,0,0,0,0,0,1,3704.3234220000004,3599.0644119999997,3402.031165
,24.4,82.4,1,16.1,1.7,3130000,3416.855473,702.0032557,936.004341,468.0021705,234.0010852,745.7946147,298.3178459,298.3178459,149.1589229,2,28,8,2019,0,1,0,0,0,0,0,1,3592.3298670000004,3704.3234220000004,3599.0644119999997
,25.0,83.7,1,14.3,1.0,3130000,3387.882537,710.0096931,946.6795908,473.3397954,236.6698977,716.0584364,286.4233745,286.4233745,143.2116873,2,29,8,2019,0,1,0,0,0,0,0,1,3416.8554729999996,3592.3298670000004,3704.3234220000004
,24.3,87.2,1,12.0,1.0,3130000,3531.110838,748.252886,997.6705147,498.8352574,249.4176287,732.4669185,292.9867674,292.9867674,146.4933837,2,30,8,2019,0,1,0,0,0,0,0,1,3387.882537,3416.8554729999996,3592.3298670000004
,24.1,88.2,1,11.1,0.2,3130000,3438.163666,748.4333578,997.9111438,498.9555719,249.4777859,679.9101793,271.9640717,271.9640717,135.9820359,2,31,8,2019,0,1,0,0,0,0,0,1,3531.110838,3387.882537,3416.8554729999996
,23.3,91.3,1,7.9,11.0,3130000,3577.586542,764.601147,1019.468196,509.734098,254.867049,729.1001826,291.640073,291.640073,145.8200365,2,13,9,2019,0,1,0,0,0,0,0,1,3438.1636660000004,3531.110838,3387.882537
,23.8,89.2,1,11.0,3.0,3130000,3569.387859,673.6207225,898.1609633,449.0804817,224.5402408,875.988234,350.3952936,350.3952936,175.1976468,2,14,9,2019,0,1,0,0,0,0,0,1,3577.5865409999997,3438.1636660000004,3531.110838
,23.5,89.7,1,13.6,0.3,3130000,3555.584996,740.7431941,987.6575921,493.828796,246.914398,756.2343581,302.4937432,302.4937432,151.2468716,2,15,9,2019,0,1,0,0,0,0,0,1,3569.38786,3577.5865409999997,3438.1636660000004
,23.7,88.0,1,13.9,0.1,3130000,3376.984118,731.7023171,975.6030895,487.8015447,243.9007724,671.1557618,268.4623047,268.4623047,134.2311524,2,16,9,2019,0,1,0,0,0,0,0,1,3555.5849959999996,3569.38786,3577.5865409999997
,23.7,89.0,1,13.9,2.0,3130000,3514.121979,698.0643554,930.7524738,465.3762369,232.6881185,803.8456088,321.5382435,321.5382435,160.7691218,2,17,9,2019,0,1,0,0,0,0,0,1,3376.9841180000003,3555.5849959999996,3569.38786
,23.9,91.3,1,11.0,8.0,3130000,3594.346959,757.7577193,1010.343626,505.1718128,252.5859064,749.1127124,299.645085,299.645085,149.8225425,2,18,9,2019,0,1,0,0,0,0,0,1,3514.1219789999996,3376.9841180000003,3555.5849959999996
,23.8,92.5,1,7.4,21.0,3130000,3478.342232,688.1572749,917.5430332,458.7715166,229.3857583,800.0256758,320.0102703,320.0102703,160.0051352,2,19,9,2019,0,1,0,0,0,0,0,1,3594.3469589999995,3514.1219789999996,3376.9841180000003
,23.9,89.0,1,12.8,0.6,3130000,3560.42382,772.8751504,1030.500201,515.2501003,257.6250501,704.6190371,281.8476148,281.8476148,140.9238074,2,20,9,2019,0,1,0,0,0,0,0,1,3478.3422330000003,3594.3469589999995,3514.1219789999996
,24.5,82.8,1,13.5,2.0,3130000,3746.424235,775.5960676,1034.12809,517.064045,258.5320225,804.0250484,321.6100194,321.6100194,160.8050097,2,21,9,2019,0,1,0,0,0,0,0,1,3560.42382,3478.3422330000003,3594.3469589999995
,25.1,81.3,1,16.0,0.8,3130000,3393.307837,644.1345253,858.8460338,429.4230169,214.7115084,825.3591954,330.1436782,330.1436782,165.0718391,2,22,9,2019,0,1,0,0,0,0,0,1,3746.424235,3560.42382,3478.3422330000003
,24.9,82.2,1,18.0,0.9,3130000,3410.369115,664.8625184,886.4833578,443.2416789,221.6208395,800.2124833,320.0849933,320.0849933,160.0424967,2,23,9,2019,0,1,0,0,0,0,0,1,3393.3078370000003,3746.424235,3560.42382
,24.5,88.7,1,13.4,119.0,3130000,3711.34878,762.7686323,1017.024843,508.5124215,254.2562108,805.2920751,322.11683,322.11683,161.058415,2,24,9,2019,0,1,0,0,0,0,0,1,3410.369114,3393.3078370000003,3746.424235
,24.4,90.1,1,11.8,66.0,3130000,3721.233498,798.0426778,1064.056904,532.0284518,266.0142259,751.8716283,300.7486513,300.7486513,150.3743257,2,25,9,2019,0,1,0,0,0,0,0,1,3711.3487800000003,3410.369114,3393.3078370000003
,24.5,88.8,1,12.9,8.2,3130000,3441.002046,698.7413965,931.6551954,465.8275977,232.9137988,760.4419328,304.1767731,304.1767731,152.0883866,2,26,9,2019,0,1,0,0,0,0,0,1,3721.2334980000005,3711.3487800000003,3410.369114
,24.1,86.1,1,12.7,16.8,3130000,3413.160317,742.4990596,989.9987462,494.9993731,247.4996865,671.7892199,268.7156879,268.7156879,134.357844,2,27,9,2019,0,1,0,0,0,0,0,1,3441.002046,3721.2334980000005,3711.3487800000003
,24.0,83.9,1,16.6,0.3,3130000,3379.995129,678.1234544,904.1646058,452.0823029,226.0411515,760.3833929,304.1533572,304.1533572,152.0766786,2,28,9,2019,0,1,0,0,0,0,0,1,3413.160317,3441.002046,3721.2334980000005
,24.2,82.1,1,18.4,0.1,3130000,3439.119425,671.7454758,895.6606344,447.8303172,223.9151586,803.935574,321.5742296,321.5742296,160.7871148,2,29,9,2019,0,1,0,0,0,0,0,1,3379.995129,3413.160317,3441.002046
,24.5,81.9,1,18.5,0.9,3130000,3351.784764,660.4241046,880.5654728,440.2827364,220.1413682,773.8129856,309.5251942,309.5251942,154.7625971,2,30,9,2019,0,1,0,0,0,0,0,1,3439.119425,3379.995129,3413.160317
,25.0,83.8,2,17.1,0.8,3130000,4167.688629,729.414011,972.5520147,486.2760074,243.1380037,867.6883109,347.0753244,347.0753244,173.5376622,2,13,10,2019,0,0,1,0,0,0,0,1,3351.784764,3439.119425,3379.995129
,25.6,79.9,2,18.3,2.6,3130000,4045.904959,690.7314506,920.9752674,460.4876337,230.2438169,871.1248007,348.4499203,348.4499203,174.2249601,2,14,10,2019,0,0,1,0,0,0,0,1,4167.688629,3351.784764,3439.119425
,25.2,72.6,2,21.3,0.0,3130000,4101.558066,765.2632132,1020.350951,510.1754755,255.0877377,774.5650276,309.826011,309.826011,154.9130055,2,15,10,2019,0,0,1,0,0,0,0,1,4045.90496,4167.688629,3351.784764
,24.4,70.0,2,21.4,0.0,3130000,4212.733007,784.1456443,1045.527526,522.7637629,261.3818814,798.4981468,319.3992587,319.3992587,159.6996294,2,16,10,2019,0,0,1,0,0,0,0,1,4101.558066,4045.90496,4167.688629
,24.4,72.6,2,18.5,0.4,3130000,4185.652152,774.9461345,1033.261513,516.6307563,258.3153782,800.1348533,320.0539413,320.0539413,160.0269707,2,17,10,2019,0,0,1,0,0,0,0,1,4212.733007,4101.558066,4045.90496
,23.8,85.6,2,7.9,0.3,3130000,4061.194377,788.84599,1051.794653,525.8973267,262.9486633,714.6159544,285.8463818,285.8463818,142.9231909,2,18,10,2019,0,0,1,0,0,0,0,1,4185.652152000001,4212.733007,4101.558066
,22.3,94.3,2,5.0,31.0,3130000,4194.620665,763.120842,1017.494456,508.747228,254.373614,824.0018314,329.6007326,329.6007326,164.8003663,2,19,10,2019,0,0,1,0,0,0,0,1,4061.194377,4185.652152000001,4212.733007
,21.6,96.9,2,4.3,21.0,3130000,4050.241395,727.4744843,969.965979,484.9829895,242.4914948,811.1161237,324.4464495,324.4464495,162.2232247,2,20,10,2019,0,0,1,0,0,0,0,1,4194.620665,4061.194377,4185.652152000001
,23.2,88.8,2,9.9,0.1,3130000,4033.381318,783.7080072,1044.94401,522.4720048,261.2360024,708.8144136,283.5257654,283.5257654,141.7628827,2,21,10,2019,0,0,1,0,0,0,0,1,4050.241394,4194.620665,4061.194377
,23.2,91.7,2,6.4,54.9,3130000,3967.428399,702.2215707,936.2954275,468.1477138,234.0738569,811.5234115,324.6093646,324.6093646,162.3046823,2,22,10,2019,0,0,1,0,0,0,0,1,4033.3813179999997,4050.241394,4194.620665
,23.4,88.5,2,6.0,4.0,3130000,4047.846278,736.3265992,981.768799,490.8843995,245.4421997,794.697632,317.8790528,317.8790528,158.9395264,2,23,10,2019,0,0,1,0,0,0,0,1,3967.428399,4033.3813179999997,4050.241394
,22.8,91.2,2,4.9,2.0,3130000,4001.184543,758.2101098,1010.946813,505.4734065,252.7367033,734.7632084,293.9052833,293.9052833,146.9526417,2,24,10,2019,0,0,1,0,0,0,0,1,4047.846278,3967.428399,4033.3813179999997
,22.6,89.7,2,8.5,0.4,3130000,4121.023008,721.8162551,962.4216734,481.2108367,240.6054184,855.1157485,342.0462994,342.0462994,171.0231497,2,25,10,2019,0,0,1,0,0,0,0,1,4001.1845430000003,4047.846278,3967.428399
,23.0,88.1,2,5.3,0.5,3130000,4118.113188,777.0071327,1036.00951,518.0047551,259.0023776,761.5189951,304.607598,304.607598,152.303799,2,26,10,2019,0,0,1,0,0,0,0,1,4121.0230090000005,4001.1845430000003,4047.846278
,23.9,81.2,2,14.6,0.1,3130000,4148.177444,718.3452227,957.7936303,478.8968152,239.4484076,874.1426804,349.6570721,349.6570721,174.8285361,2,27,10,2019,0,0,1,0,0,0,0,1,4118.113187,4121.0230090000005,4001.1845430000003
,24.6,77.6,2,17.2,5.0,3130000,3970.992708,748.1567743,997.5423658,498.7711829,249.3855914,735.8268893,294.3307557,294.3307557,147.1653779,2,28,10,2019,0,0,1,0,0,0,0,1,4148.177444,4118.113187,4121.0230090000005
,25.0,79.9,2,15.8,0.4,3130000,3978.679736,671.000036,894.6667146,447.3333573,223.6666787,868.1063859,347.2425544,347.2425544,173.6212772,2,29,10,2019,0,0,1,0,0,0,0,1,3970.992708,4148.177444,4118.113187
,24.6,79.5,2,17.3,0.2,3130000,3858.972787,650.1765016,866.9020021,433.451001,216.7255005,842.8974168,337.1589667,337.1589667,168.5794834,2,30,10,2019,0,0,1,0,0,0,0,1,3978.6797370000004,3970.992708,4148.177444
,24.0,81.8,2,13.7,6.8,3130000,3866.806146,686.393776,915.1917013,457.5958506,228.7979253,786.2970422,314.5188169,314.5188169,157.2594084,2,31,10,2019,0,0,1,0,0,0,0,1,3858.9727869999997,3978.6797370000004,3970.992708
,23.1,76.3,2,16.0,0.0,3130000,3963.976764,728.7853725,971.71383,485.856915,242.9284575,762.1689231,304.8675692,304.8675692,152.4337846,2,13,11,2019,0,0,1,0,0,0,0,1,3866.806146,3858.9727869999997,3978.6797370000004
,21.8,76.7,2,16.3,0.0,3130000,3702.218037,652.7777911,870.3703881,435.185194,217.592597,758.1684608,303.2673843,303.2673843,151.6336922,2,14,11,2019,0,0,1,0,0,0,0,1,3963.976764,3866.806146,3858.9727869999997
,23.2,78.8,2,14.2,0.0,3130000,3899.398678,657.4262123,876.5682831,438.2841415,219.1420708,848.5964792,339.4385917,339.4385917,169.7192958,2,15,11,2019,0,0,1,0,0,0,0,1,3702.218037,3963.976764,3866.806146
,23.8,77.9,2,15.4,0.0,3130000,4145.821978,797.464058,1063.285411,531.6427054,265.8213527,737.9116681,295.1646672,295.1646672,147.5823336,2,16,11,2019,0,0,1,0,0,0,0,1,3899.398678,3702.218037,3963.976764
,23.9,77.0,2,15.9,0.1,3130000,4176.565744,803.5821104,1071.442814,535.721407,267.8607035,742.8826729,297.1530692,297.1530692,148.5765346,2,17,11,2019,0,0,1,0,0,0,0,1,4145.821978,3899.398678,3702.218037
,22.6,71.1,2,18.8,0.0,3130000,4196.302344,743.432711,991.2436147,495.6218074,247.8109037,852.810001,341.1240004,341.1240004,170.5620002,2,18,11,2019,0,0,1,0,0,0,0,1,4176.565744,4145.821978,3899.398678
,22.2,75.6,2,18.7,0.0,3130000,3820.010837,708.6443544,944.8591391,472.4295696,236.2147848,723.0618932,289.2247573,289.2247573,144.6123786,2,19,11,2019,0,0,1,0,0,0,0,1,4196.302344,4176.565744,4145.821978
,22.6,77.7,2,17.6,0.0,3130000,3975.935549,725.8831794,967.8442392,483.9221196,241.9610598,771.9006392,308.7602557,308.7602557,154.3801278,2,20,11,2019,0,0,1,0,0,0,0,1,3820.010837,4196.302344,4176.565744
,23.1,76.8,2,16.2,0.0,3130000,4336.52852,773.7578046,1031.677073,515.8385364,257.9192682,871.6717035,348.6686814,348.6686814,174.3343407,2,21,11,2019,0,0,1,0,0,0,0,1,3975.9355480000004,3820.010837,4196.302344
,22.7,75.7,2,16.3,0.0,3130000,4051.045011,725.7215677,967.6287569,483.8143785,241.9071892,809.2954344,323.7181738,323.7181738,161.8590869,2,22,11,2019,0,0,1,0,0,0,0,1,4336.52852,3975.9355480000004,3820.010837
,22.6,74.1,2,18.6,0.0,3130000,4350.162991,828.973536,1105.298048,552.649024,276.324512,786.1068154,314.4427261,314.4427261,157.2213631,2,23,11,2019,0,0,1,0,0,0,0,1,4051.04501,4336.52852,3975.9355480000004
,21.7,72.9,2,18.5,0.0,3130000,4222.155322,813.7411816,1084.988242,542.4941211,271.2470605,747.5445779,299.0178311,299.0178311,149.5089156,2,24,11,2019,0,0,1,0,0,0,0,1,4350.162991,4051.04501,4336.52852
,21.7,71.8,2,18.9,0.0,3130000,4032.948778,705.9364238,941.248565,470.6242825,235.3121413,832.7882158,333.1152863,333.1152863,166.5576432,2,25,11,2019,0,0,1,0,0,0,0,1,4222.1553220000005,4350.162991,4051.04501
,21.8,73.6,2,18.5,0.0,3130000,4163.142373,747.9948911,997.3265215,498.6632608,249.3316304,827.3978497,330.9591399,330.9591399,165.4795699,2,26,11,2019,0,0,1,0,0,0,0,1,4032.9487769999996,4222.1553220000005,4350.162991
,21.9,73.3,2,18.5,0.0,3130000,4457.122127,776.804678,1035.739571,517.8697853,258.9348927,925.6697917,370.2679167,370.2679167,185.1339583,2,27,11,2019,0,0,1,0,0,0,0,1,4163.142372,4032.9487769999996,4222.1553220000005
,22.6,71.4,2,17.4,0.0,3130000,3955.607825,727.1992087,969.5989449,484.7994724,242.3997362,758.3612929,303.3445172,303.3445172,151.6722586,2,28,11,2019,0,0,1,0,0,0,0,1,4457.122128,4163.142372,4032.9487769999996
,23.3,76.2,2,14.6,0.4,3130000,3978.75872,771.6773514,1028.903135,514.4515676,257.2257838,695.6103887,278.2441555,278.2441555,139.1220777,2,29,11,2019,0,0,1,0,0,0,0,1,3955.607825,4457.122128,4163.142372
,23.2,77.3,2,16.2,0.0,3130000,4129.778169,698.6820313,931.5760418,465.7880209,232.8940104,892.3306782,356.9322713,356.9322713,178.4661356,2,30,11,2019,0,0,1,0,0,0,0,1,3978.7587190000004,3955.607825,4457.122128
,21.4,74.0,4,16.7,0.0,3130000,3925.403343,742.5635194,990.0846925,495.0423463,247.5211731,823.9569215,329.5827686,329.5827686,164.7913843,2,13,12,2019,0,0,0,0,1,0,0,1,4129.778169,3978.7587190000004,3955.607825
,20.8,74.6,4,16.4,0.0,3130000,3942.906968,799.9297136,1066.572951,533.2864757,266.6432379,737.3800354,294.9520142,294.9520142,147.4760071,2,14,12,2019,0,0,0,0,1,0,0,1,3925.403343,4129.778169,3978.7587190000004
,21.8,74.3,4,14.2,0.0,3130000,4081.029405,810.0301417,1080.040189,540.0200944,270.0100472,792.9154829,317.1661932,317.1661932,158.5830966,2,15,12,2019,0,0,0,0,1,0,0,1,3942.9069680000002,3925.403343,4129.778169
,21.6,74.9,4,15.5,0.0,3130000,4420.440768,902.7507823,1203.66771,601.8338549,300.9169274,816.428988,326.5715952,326.5715952,163.2857976,2,16,12,2019,0,0,0,0,1,0,0,1,4081.029404,3942.9069680000002,3925.403343
,20.9,73.9,4,16.5,0.0,3130000,3988.6585,741.7487313,988.9983084,494.4991542,247.2495771,857.8915055,343.1566022,343.1566022,171.5783011,2,17,12,2019,0,0,0,0,1,0,0,1,4420.440769000001,4081.029404,3942.9069680000002
,20.7,73.9,4,17.6,0.0,3130000,4043.536067,815.5360737,1087.381432,543.6907158,271.8453579,763.5614471,305.4245788,305.4245788,152.7122894,2,18,12,2019,0,0,0,0,1,0,0,1,3988.6585,4420.440769000001,4081.029404
,20.7,72.7,4,17.7,0.0,3130000,3894.136136,753.8098072,1005.079743,502.5398715,251.2699357,787.849001,315.1396004,315.1396004,157.5698002,2,19,12,2019,0,0,0,0,1,0,0,1,4043.536067,3988.6585,4420.440769000001
,20.7,74.3,4,17.0,0.0,3130000,3940.59147,765.9136666,1021.218222,510.6091111,255.3045555,791.9033313,316.7613325,316.7613325,158.3806663,2,20,12,2019,0,0,0,0,1,0,0,1,3894.136136,4043.536067,3988.6585
,21.6,71.2,4,16.8,0.0,3130000,3976.123273,757.7756613,1010.367548,505.1837742,252.5918871,823.9570325,329.582813,329.582813,164.7914065,2,21,12,2019,0,0,0,0,1,0,0,1,3940.5914700000003,3894.136136,4043.536067
,22.2,71.1,4,13.6,0.0,3130000,3868.289198,740.3583602,987.1444803,493.5722401,246.7861201,796.2318484,318.4927393,318.4927393,159.2463697,2,22,12,2019,0,0,0,0,1,0,0,1,3976.123273,3940.5914700000003,3894.136136
,22.9,70.8,4,15.3,0.0,3130000,3692.470642,746.8791652,995.8388869,497.9194434,248.9597217,692.9415464,277.1766186,277.1766186,138.5883093,2,23,12,2019,0,0,0,0,1,0,0,1,3868.289197,3976.123273,3940.5914700000003
,22.8,75.0,4,13.4,0.0,3130000,3976.940952,753.9437326,1005.25831,502.629155,251.3145775,830.291683,332.1166732,332.1166732,166.0583366,2,24,12,2019,0,0,0,0,1,0,0,1,3692.470642,3868.289197,3976.123273
,23.6,78.7,4,8.8,0.1,3130000,3922.053034,794.9543915,1059.939189,529.9695944,264.9847972,732.9805415,293.1922166,293.1922166,146.5961083,2,25,12,2019,0,0,0,0,1,0,0,1,3976.940953,3692.470642,3868.289197
,22.8,84.4,4,10.3,5.9,3130000,4071.834206,801.1086022,1068.144803,534.0724015,267.0362007,801.1497251,320.45989,320.45989,160.229945,2,26,12,2019,0,0,0,0,1,0,0,1,3922.0530339999996,3976.940953,3692.470642
,21.3,82.8,4,13.8,0.0,3130000,3971.811183,744.2464562,992.3286083,496.1643041,248.0821521,843.2817851,337.312714,337.312714,168.656357,2,27,12,2019,0,0,0,0,1,0,0,1,4071.8342059999995,3922.0530339999996,3976.940953
,20.4,79.8,4,12.6,0.0,3130000,3860.191329,787.8846071,1050.512809,525.2564047,262.6282024,711.8379706,284.7351883,284.7351883,142.3675941,2,28,12,2019,0,0,0,0,1,0,0,1,3971.8111830000003,4071.8342059999995,3922.0530339999996
,21.0,74.7,4,12.9,0.4,3130000,4230.656297,852.4118586,1136.549145,568.2745724,284.1372862,798.4606179,319.3842472,319.3842472,159.6921236,2,29,12,2019,0,0,0,0,1,0,0,1,3860.1913299999997,3971.8111830000003,4071.8342059999995
,21.1,76.2,4,16.1,0.1,3130000,4161.692047,774.361505,1032.482007,516.2410034,258.1205017,892.2024313,356.8809725,356.8809725,178.4404863,2,30,12,2019,0,0,0,0,1,0,0,1,4230.6562969999995,3860.1913299999997,3971.8111830000003
,20.3,69.0,4,18.2,0.0,3130000,4326.615015,865.1953481,1153.593797,576.7968987,288.3984494,827.1404491,330.8561796,330.8561796,165.4280898,2,31,12,2019,0,0,0,0,1,0,0,1,4161.692047,4230.6562969999995,3860.1913299999997
,21.3,76.9,4,16.9,0.0,3130000,3891.667274,701.5915624,935.4554165,467.7277083,233.8638541,869.6658885,347.8663554,347.8663554,173.9331777,2,13,1,2020,0,0,0,0,1,0,0,1,4326.615016,4161.692047,4230.6562969999995
,20.9,77.7,4,15.7,0.0,3130000,3995.489043,745.0676762,993.4235683,496.7117841,248.3558921,851.4411165,340.5764466,340.5764466,170.2882233,2,14,1,2020,0,0,0,0,1,0,0,1,3891.667274,4326.615016,4161.692047
,19.9,74.5,4,17.9,0.0,3130000,3752.517653,703.0506759,937.4009011,468.7004506,234.3502253,794.0269473,317.6107789,317.6107789,158.8053895,2,15,1,2020,0,0,0,0,1,0,0,1,3995.489043,3891.667274,4326.615016
,18.0,67.7,4,19.4,0.0,3130000,3914.98693,760.199584,1013.599445,506.7997227,253.3998613,783.7319607,313.4927843,313.4927843,156.7463921,2,16,1,2020,0,0,0,0,1,0,0,1,3752.517653,3995.489043,3891.667274
,16.8,65.1,4,20.3,0.0,3130000,4241.175925,755.2124789,1006.949972,503.474986,251.737493,962.736335,385.094534,385.094534,192.547267,2,17,1,2020,0,0,0,0,1,0,0,1,3914.9869310000004,3752.517653,3995.489043
,18.5,66.2,4,19.2,0.0,3130000,4011.932323,816.1106066,1088.147475,544.0737377,272.0368689,741.0061644,296.4024658,296.4024658,148.2012329,2,18,1,2020,0,0,0,0,1,0,0,1,4241.175925,3914.9869310000004,3752.517653
,20.7,70.7,4,18.4,0.0,3130000,4142.393634,840.1690681,1120.225424,560.1127121,280.056356,769.0695844,307.6278338,307.6278338,153.8139169,2,19,1,2020,0,0,0,0,1,0,0,1,4011.9323219999997,4241.175925,3914.9869310000004
,21.7,72.0,4,17.6,0.0,3130000,4385.589362,777.7363399,1036.981786,518.4908932,259.2454466,1000.308475,400.1233901,400.1233901,200.061695,2,20,1,2020,0,0,0,0,1,0,0,1,4142.393633,4011.9323219999997,4241.175925
,23.0,69.3,4,17.3,0.0,3130000,4116.462335,742.0921773,989.4562364,494.7281182,247.3640591,918.6204611,367.4481844,367.4481844,183.7240922,2,21,1,2020,0,0,0,0,1,0,0,1,4385.589362,4142.393633,4011.9323219999997
,22.5,68.0,4,17.0,0.0,3130000,3998.899965,717.508619,956.6781586,478.3390793,239.1695397,897.8751573,359.1500629,359.1500629,179.5750315,2,22,1,2020,0,0,0,0,1,0,0,1,4116.462335,4385.589362,4142.393633
,21.9,65.6,4,20.0,0.0,3130000,3711.939499,669.971561,893.2954147,446.6477073,223.3238537,826.7093871,330.6837549,330.6837549,165.3418774,2,23,1,2020,0,0,0,0,1,0,0,1,3998.8999649999996,4116.462335,4385.589362
